town,county,lat,lon
arrington,cambridgeshire,52.13,-0.07
arrow,warwickshire,52.15,-1.88
arrow,warwickshire,52.20,-1.89
arrow,hereford and worcester,52.20,-2.78
arrowfield top,hereford and worcester,52.36,-1.95
arrow green,hereford and worcester,52.21,-2.83
arscott,shropshire,52.65,-2.84
arthill,cheshire,53.36,-2.42
arthington,leeds,53.89,-1.59
arthingworth,northamptonshire,52.42,-0.89
arthursdale,leeds,53.82,-1.43
artington,surrey,51.21,-0.58
artle beck,lancashire,54.04,-2.65
arun,west sussex,50.88,-0.53
arundel,west sussex,50.85,-0.56
asby,cumbria,54.56,-3.45
ascot,berkshire,51.40,-0.67
ascott,warwickshire,52.00,-1.53
ascott d' oyley,oxfordshire,51.86,-1.56
ascott earl,oxfordshire,51.86,-1.58
ascott-under-wychwood,oxfordshire,51.86,-1.56
asenby,north yorkshire,54.16,-1.4
asfordby,leicestershire,52.76,-0.96
asfordby hill,leicestershire,52.76,-0.93
asgarby,lincolnshire,53.17,-0.01
asgarby,lincolnshire,52.99,-0.34
ash,somerset,50.99,-3.02
ash,somerset,50.97,-2.75
ash,dorset,50.76,-2.76
ash,dorset,50.88,-2.2
ash,devon,50.32,-3.64
ash,surrey,51.25,-0.72
ash,kent,51.27,1.28
ash,kent,51.35,0.29
ashampstead,berkshire,51.48,-1.19
ashampstead green,berkshire,51.48,-1.19
ashansworth,hampshire,51.31,-1.41
ashbank,kent,51.24,0.6
ashbeer,somerset,51.10,-3.31
ashbocking,suffolk,52.14,1.15
ashbourne,derbyshire,53.01,-1.73
ashbrittle,somerset,50.98,-3.35
ashbrook,shropshire,52.54,-2.81
ashburnham forge,east sussex,50.91,0.38
ashburton,devon,50.51,-3.76
ashbury,devon,50.76,-4.12
ashbury,oxfordshire,51.56,-1.62
ashby by partney,lincolnshire,53.17,0.12
ashby de la launde,lincolnshire,53.08,-0.43
ashby-de-la-zouch,leicestershire,52.56,-1.42
ashby-de-la-zouch,leicestershire,52.74,-1.48
ashby-de-la-zouch canal,leicestershire,52.62,-1.42
ashby folville,leicestershire,52.70,-0.96
ashby magna,leicestershire,52.50,-1.17
ashby parva,leicestershire,52.48,-1.23
ashby puerorum,lincolnshire,53.22,-0.02
ashby st ledgers,northamptonshire,52.30,-1.16
ashby st mary,norfolk,52.56,1.42
ashchurch,gloucestershire,51.99,-2.11
ashcombe,devon,50.60,-3.54
ashcott,somerset,51.12,-2.81
ashcott corner,somerset,51.14,-2.8
ashculme,devon,50.91,-3.22
ashdon,essex,52.05,0.3
ashdown forest,east sussex,51.05,0.06
ashe,hampshire,51.24,-1.24
asheldham,essex,51.67,0.84
ashen,essex,52.04,0.53
ashendon,buckinghamshire,51.82,-0.98
asheridge,buckinghamshire,51.72,-0.65
ashey,isle of wight,50.69,-1.19
ashfield,hampshire,50.96,-1.48
ashfield,suffolk,52.21,1.21
ashfield,hereford and worcester,51.90,-2.59
ashfield,shropshire,52.81,-3.02
ashfield,stirling,56.20,-3.96
ashfield cum thorpe,suffolk,52.21,1.21
ashfield green,suffolk,52.30,1.31
ashfield green,suffolk,52.16,0.57
ashfields,shropshire,52.83,-2.44
ashfold crossways,west sussex,51.03,-0.24
ashfold side,north yorkshire,54.09,-1.81
ashford,devon,51.09,-4.1
ashford,kent,51.14,0.85
ashford,dorset,50.92,-1.81
ashford,devon,50.31,-3.85
ashford,surrey,51.42,-0.47
ashford bowdler,shropshire,52.32,-2.72
ashford carbonell,shropshire,52.32,-2.7
ashford common,surrey,51.41,-0.44
ashford hill,hampshire,51.35,-1.21
ashford in the water,derbyshire,53.21,-1.71
ashgate,derbyshire,53.23,-1.46
ash green,surrey,51.23,-0.71
ash green,warwickshire,52.46,-1.51
ash hill,devon,50.54,-3.53
ashill,somerset,50.94,-2.96
ashill,devon,50.89,-3.3
ashill,norfolk,52.60,0.77
ashingdon,essex,51.60,0.68
ashington,somerset,50.98,-2.62
ashington,west sussex,50.93,-0.39
ashington,poole,50.78,-2.0
ashington,northumberland,55.17,-1.57
ashington end,lincolnshire,53.16,0.27
ashlett,hampshire,50.82,-1.34
ashleworth,gloucestershire,51.92,-2.27
ashley,hampshire,51.06,-1.45
ashley,kent,51.18,1.29
ashley,dorset,50.83,-1.81
ashley,hampshire,50.75,-1.64
ashley,northamptonshire,52.50,-0.83
ashley,cambridgeshire,52.22,0.47
ashley,gloucestershire,51.64,-2.1
ashley,wiltshire,51.41,-2.27
ashley,cheshire,53.35,-2.34
ashley,staffordshire,52.92,-2.35
ashley clinton,hampshire,50.73,-1.63
ashley dale,staffordshire,52.92,-2.37
ashley down,city of bristol,51.47,-2.59
ashley green,buckinghamshire,51.73,-0.59
ashley heath,dorset,50.83,-1.84
ashley heath,cheshire,53.36,-2.36
ashley heath,staffordshire,52.91,-2.38
ashley moor,hereford and worcester,52.29,-2.77
ashley park,surrey,51.37,-0.42
ash magna,shropshire,52.94,-2.64
ashmanhaugh,norfolk,52.73,1.42
ashmansworthy,devon,50.93,-4.37
ashmead green,gloucestershire,51.68,-2.34
ash mill,devon,50.99,-3.73
ashmill,devon,50.73,-4.28
ash moor,devon,50.95,-3.72
ashmore,dorset,50.95,-2.12
ashmore green,berkshire,51.41,-1.28
ashmore lake,walsall,52.58,-2.06
ashmore park,wolverhampton,52.60,-2.06
ashop,derbyshire,53.40,-1.83
ashopton,derbyshire,53.37,-1.71
ashorne,warwickshire,52.21,-1.56
ashover,derbyshire,53.16,-1.49
ashover hay,derbyshire,53.14,-1.47
ashow,warwickshire,52.32,-1.54
ash parva,shropshire,52.94,-2.64
ashperton,hereford and worcester,52.06,-2.52
ashprington,devon,50.40,-3.67
ash priors,somerset,51.05,-3.21
ashreigney,devon,50.90,-3.96
ashridge court,devon,50.81,-3.9
ash street,suffolk,52.07,0.93
ashtead,surrey,51.30,-0.3
ash thomas,devon,50.88,-3.42
ashton,somerset,51.23,-2.84
ashton,hampshire,50.96,-1.23
ashton,cornwall,50.10,-5.35
ashton,northamptonshire,52.48,-0.45
ashton,hereford and worcester,52.27,-2.71
ashton,northamptonshire,52.13,-0.89
ashton,cheshire,53.21,-2.75
ashton,cambridgeshire,52.63,-0.37
ashton common,wiltshire,51.32,-2.15
ashton gate,city of bristol,51.43,-2.62
ashton green,east sussex,50.88,0.07
ashton heath,cheshire,53.30,-2.66
ashton-in-makerfield,wigan,53.48,-2.64
ashton keynes,wiltshire,51.64,-1.94
ashton under hill,hereford and worcester,52.04,-2.01
ashurst,kent,51.12,0.15
ashurst,west sussex,50.93,-0.33
ashurst,hampshire,50.88,-1.53
ashurst,lancashire,53.55,-2.78
ashurst bridge,hampshire,50.90,-1.51
ashurst wood,east sussex,51.10,0.01
ash vale,surrey,51.26,-0.72
ashwater,devon,50.73,-4.29
ashwell,somerset,50.93,-2.91
ashwell,devon,50.55,-3.56
ashwell,hertfordshire,52.03,-0.16
ashwell,rutland,52.70,-0.72
ashwell end,hertfordshire,52.04,-0.17
ashwellthorpe,norfolk,52.52,1.15
ashwick,somerset,51.23,-2.53
ashwicken,norfolk,52.74,0.51
ashwood,staffordshire,52.49,-2.2
askam in furness,cumbria,54.18,-3.21
askern,doncaster,53.61,-1.17
askerswell,dorset,50.72,-2.68
askerton hill,nottinghamshire,53.00,-0.8
askett,buckinghamshire,51.73,-0.82
askham,cumbria,54.60,-2.76
askham,nottinghamshire,53.25,-0.89
askham bryan,york,53.92,-1.16
askham richard,york,53.92,-1.19
askrigg,north yorkshire,54.31,-2.09
askwith,north yorkshire,53.92,-1.75
aslackby,lincolnshire,52.85,-0.39
aslacton,norfolk,52.46,1.16
aslockton,nottinghamshire,52.95,-0.89
asney,somerset,51.12,-2.77
aspall,suffolk,52.24,1.17
aspatria,cumbria,54.75,-3.33
aspenden,hertfordshire,51.93,-0.03
asperton,lincolnshire,52.91,-0.12
aspley,nottinghamshire,52.97,-1.21
aspley,staffordshire,52.89,-2.28
aspley guise,bedfordshire,52.01,-0.63
aspley heath,hereford and worcester,52.32,-1.86
aspull,wigan,53.56,-2.59
aspult common,wigan,53.47,-2.55
asserby,lincolnshire,53.26,0.23
asserby turn,lincolnshire,53.27,0.2
assington,suffolk,52.00,0.81
assington green,suffolk,52.12,0.58
astbury,cheshire,53.14,-2.24
astcote,northamptonshire,52.17,-1.02
asterby,lincolnshire,53.29,-0.11
asterley,shropshire,52.65,-2.93
asterton,shropshire,52.51,-2.9
asthall,oxfordshire,51.79,-1.59
asthall leigh,oxfordshire,51.80,-1.56
astle,cheshire,53.25,-2.27
astley,warwickshire,52.49,-1.54
astley,hereford and worcester,52.30,-2.32
astley,wigan,53.49,-2.45
astley,shropshire,52.75,-2.71
astley abbotts,shropshire,52.56,-2.44
astley bridge,bolton,53.60,-2.43
astley cross,hereford and worcester,52.31,-2.29
astley green,wigan,53.48,-2.45
astmoor,cheshire,53.34,-2.7
aston,hereford and worcester,52.33,-2.79
aston,shropshire,52.53,-2.29
aston,birmingham,52.49,-1.88
aston,hereford and worcester,52.25,-2.79
aston,hertfordshire,51.88,-0.15
aston,oxfordshire,51.72,-1.5
aston,berkshire,51.54,-0.87
aston,derbyshire,53.34,-1.73
aston,cheshire,53.29,-2.67
aston,rotherham,53.36,-1.31
aston,staffordshire,52.96,-2.37
aston,cheshire,53.01,-2.58
aston,staffordshire,52.87,-1.76
aston,shropshire,52.84,-2.69
aston,staffordshire,52.80,-2.16
aston abbotts,buckinghamshire,51.87,-0.78
aston bank,hereford and worcester,52.32,-2.55
aston botterell,shropshire,52.45,-2.54
aston-by-stone,staffordshire,52.87,-2.13
aston cantlow,warwickshire,52.22,-1.81
aston clinton,buckinghamshire,51.80,-0.73
aston crews,hereford and worcester,51.90,-2.48
aston cross,gloucestershire,51.99,-2.08
aston end,hertfordshire,51.90,-0.15
aston eyre,shropshire,52.54,-2.51
aston fields,hereford and worcester,52.31,-2.06
aston flamville,leicestershire,52.52,-1.32
aston ingham,hereford and worcester,51.90,-2.46
aston juxta mondrum,cheshire,53.10,-2.53
aston le walls,northamptonshire,52.14,-1.28
aston magna,gloucestershire,52.01,-1.72
aston munslow,shropshire,52.47,-2.72
aston on carrant,gloucestershire,52.00,-2.08
aston on clun,shropshire,52.42,-2.89
aston-on-trent,derbyshire,52.85,-1.39
aston pigott,shropshire,52.63,-2.99
aston rogers,shropshire,52.64,-2.97
aston rowant,oxfordshire,51.68,-0.95
aston sandford,buckinghamshire,51.75,-0.91
aston somerville,hereford and worcester,52.04,-1.94
aston sq,shropshire,52.84,-3.01
aston subedge,gloucestershire,52.06,-1.81
aston tirrold,oxfordshire,51.56,-1.2
aston upthorpe,oxfordshire,51.57,-1.2
astrop,northamptonshire,52.02,-1.27
astrope,buckinghamshire,51.81,-0.71
astwick,bedfordshire,52.02,-0.23
astwith,derbyshire,53.17,-1.34
astwood,hereford and worcester,52.28,-2.1
astwood,hereford and worcester,52.21,-2.2
astwood bank,hereford and worcester,52.25,-1.94
aswarby,lincolnshire,52.93,-0.42
aswardby,lincolnshire,53.20,0.05
atcham,shropshire,52.67,-2.68
atch lench,hereford and worcester,52.14,-1.95
athelhampton,dorset,50.74,-2.32
athelington,suffolk,52.28,1.22
athelney,somerset,51.04,-2.94
atherfield green,isle of wight,50.60,-1.35
atherington,devon,50.98,-4.01
atherington,west sussex,50.79,-0.58
athersley north,barnsley,53.57,-1.47
athersley south,barnsley,53.57,-1.47
atherstone,somerset,50.94,-2.88
atherstone,warwickshire,52.57,-1.54
atherstone on stour,warwickshire,52.14,-1.7
atherton,wigan,53.52,-2.49
atlow,derbyshire,53.02,-1.65
atrim,dorset,50.75,-2.79
attenborough,nottinghamshire,52.90,-1.24
atterby,lincolnshire,53.41,-0.52
attercliffe,sheffield,53.38,-1.44
atterley,shropshire,52.56,-2.53
atterton,leicestershire,52.57,-1.48
attleborough,norfolk,52.51,1.0
attleborough,warwickshire,52.50,-1.45
attlebridge,norfolk,52.70,1.13
attleton green,suffolk,52.15,0.54
atworth,wiltshire,51.38,-2.2
auberrow,hereford and worcester,52.11,-2.74
aubourn,lincolnshire,53.14,-0.62
auchlyne,stirling,56.43,-4.41
auchtubh,stirling,56.35,-4.34
auckley,doncaster,53.50,-1.02
audlem,cheshire,52.98,-2.5
audley,staffordshire,53.04,-2.31
audley end,norfolk,52.39,1.14
audley end,essex,52.01,0.21
audley end,suffolk,52.14,0.7
audley end,essex,52.00,0.63
aughertree,cumbria,54.73,-3.16
aughton,wiltshire,51.30,-1.67
aughton,lancashire,54.09,-2.68
aughton,lancashire,53.53,-2.92
aughton,rotherham,53.36,-1.32
aughton park,lancashire,53.54,-2.89
aukside,durham,54.62,-2.09
aulden,hereford and worcester,52.18,-2.79
ault hucknall,derbyshire,53.18,-1.31
aunby,lincolnshire,52.71,-0.49
aunk,devon,50.79,-3.36
aunsby,lincolnshire,52.92,-0.45
austendike,lincolnshire,52.77,-0.08
austen fen,lincolnshire,53.42,0.06
austenwood,buckinghamshire,51.59,-0.57
austerfield,doncaster,53.43,-1.0
austerlands,oldham,53.54,-2.07
austhorpe,leeds,53.79,-1.43
austrey,warwickshire,52.65,-1.57
austwick,north yorkshire,54.10,-2.36
authorpe,lincolnshire,53.30,0.09
authorpe row,lincolnshire,53.23,0.29
avebury,wiltshire,51.42,-1.85
avebury trusloe,wiltshire,51.42,-1.87
aveley,essex,51.49,0.24
avening,gloucestershire,51.68,-2.17
averham,nottinghamshire,53.07,-0.86
avery hill,greenwich,51.44,0.07
aveton gifford,devon,50.30,-3.84
avington,hampshire,51.08,-1.24
avington,berkshire,51.41,-1.46
avon,warwickshire,52.26,-1.59
avon,wiltshire,51.29,-1.81
avon,dorset,50.78,-1.8
avon,northamptonshire,52.41,-1.04
avon,falkirk,55.93,-3.76
avon,dorset,50.77,-1.79
avon,devon,50.40,-3.8
avon,leicestershire,52.43,-1.08
avon,gloucestershire,51.98,-2.17
avon,hampshire,50.94,-1.77
avon,hereford and worcester,52.10,-1.97
avon,wiltshire,51.48,-2.07
avonbridge,falkirk,55.92,-3.74
avon dassett,warwickshire,52.14,-1.4
avonmouth,city of bristol,51.49,-2.69
avon water,hampshire,50.78,-1.61
avonwick,devon,50.40,-3.81
awbridge,hampshire,51.00,-1.53
awliscombe,devon,50.80,-3.23
awre,gloucestershire,51.77,-2.43
awsworth,nottinghamshire,52.98,-1.28
axbridge,somerset,51.28,-2.81
axe,somerset,51.23,-2.78
axe,somerset,51.29,-2.96
axe,devon,50.72,-3.05
axe,dorset,50.84,-2.81
axford,hampshire,51.18,-1.12
axford,wiltshire,51.41,-1.67
axmansford,hampshire,51.34,-1.19
axminster,devon,50.77,-3.0
axmouth,devon,50.71,-3.06
axtown,devon,50.48,-4.1
axwell park,gateshead,54.94,-1.7
aycliff,kent,51.11,1.28
aycliffe,durham,54.59,-1.56
aydon,northumberland,54.98,-2.0
aykley heads,durham,54.78,-1.59
aylburton,gloucestershire,51.70,-2.56
aylburton common,gloucestershire,51.71,-2.58
ayle,northumberland,54.83,-2.45
aylesbeare,devon,50.71,-3.37
aylesbury,buckinghamshire,51.81,-0.82
aylesford,kent,51.29,0.46
aylesford brook,shropshire,52.60,-3.07
aylesham,kent,51.22,1.19
aylestone hill,hereford and worcester,52.05,-2.7
aylmerton,norfolk,52.90,1.24
aylsham,norfolk,52.79,1.24
aylton,hereford and worcester,52.03,-2.51
aylworth,gloucestershire,51.89,-1.85
aymestrey,hereford and worcester,52.28,-2.85
aynho,northamptonshire,51.99,-1.25
ayot green,hertfordshire,51.81,-0.24
ayot st lawrence,hertfordshire,51.83,-0.27
ayot st peter,hertfordshire,51.82,-0.24
ayres end,hertfordshire,51.79,-0.33
ayres quay,sunderland,54.90,-1.39
aysgarth,north yorkshire,54.28,-2.0
ayshford,devon,50.92,-3.36
ayside,cumbria,54.23,-2.93
ayston,rutland,52.60,-0.73
aythorpe roding,essex,51.80,0.3
ayton,gateshead,54.88,-1.56
azerley,north yorkshire,54.16,-1.61
babbacombe,devon,50.47,-3.52
babbington,nottinghamshire,52.98,-1.27
babbinswood,shropshire,52.86,-2.99
babbs green,hertfordshire,51.82,0.01
babcary,somerset,51.04,-2.62
babel green,suffolk,52.10,0.52
babeny,devon,50.55,-3.87
babingley,norfolk,52.80,0.38
babingley,norfolk,52.80,0.47
babraham,cambridgeshire,52.12,0.2
babworth,nottinghamshire,53.31,-0.98
bache,shropshire,52.42,-2.79
bachelor's bump,east sussex,50.87,0.61
bache mill,shropshire,52.46,-2.73
backbarrow,cumbria,54.24,-2.99
back brook,staffordshire,52.73,-2.31
back brook,shropshire,52.74,-2.32
backford,cheshire,53.23,-2.91
backford cross,cheshire,53.25,-2.93
back o'th' brook,staffordshire,53.05,-1.88
backside burn,stirling,56.07,-4.17
back street,suffolk,52.19,0.54
bacon end,essex,51.83,0.32
baconend green,essex,51.84,0.32
bacon's end,solihull,52.48,-1.75
baconsthorpe,norfolk,52.88,1.15
bacton,suffolk,52.26,1.0
bacton,hereford and worcester,51.98,-2.93
bacton,norfolk,52.84,1.47
bacton green,suffolk,52.24,0.97
bacton green,norfolk,52.85,1.47
bacup,lancashire,53.69,-2.21
badbury,swindon,51.51,-1.72
badbury wick,swindon,51.52,-1.74
badby,northamptonshire,52.21,-1.18
baddesley clinton,warwickshire,52.34,-1.7
baddesley ensor,warwickshire,52.57,-1.6
baddow park,essex,51.69,0.48
badgall,cornwall,50.64,-4.5
badgeney,cambridgeshire,52.54,0.09
badger,shropshire,52.58,-2.35
badger's hill,hereford and worcester,52.13,-2.0
badgers mount,kent,51.33,0.13
badger street,somerset,50.96,-3.05
badgeworth,gloucestershire,51.86,-2.14
badgworth,somerset,51.26,-2.87
badharlick,cornwall,50.64,-4.46
badlesmere,kent,51.24,0.86
badsey,hereford and worcester,52.08,-1.89
badshot lea,surrey,51.22,-0.76
badsworth,wakefield,53.62,-1.3
badwell ash,suffolk,52.28,0.91
badwell green,suffolk,52.28,0.94
badworthy,devon,50.43,-3.86
bae cinmel (kinmel bay),conwy,53.30,-3.53
bae colwyn (colwyn bay),conwy,53.28,-3.71
bae-penrhyn (penrhyn bay),conwy,53.31,-3.77
bagber,dorset,50.91,-2.35
bagby,north yorkshire,54.21,-1.29
bagby grange,north yorkshire,54.21,-1.31
bag enderby,lincolnshire,53.22,0.01
bagendon,gloucestershire,51.75,-1.98
bagginswood,shropshire,52.42,-2.47
baggrow,cumbria,54.75,-3.29
baggy point,devon,51.14,-4.25
bagham,kent,51.23,0.96
baginton,warwickshire,52.36,-1.5
bagley,somerset,51.20,-2.78
bagley,leeds,53.81,-1.66
bagley,shropshire,52.83,-2.89
bagley green,somerset,50.96,-3.25
bagley marsh,shropshire,52.84,-2.9
bagmore,hampshire,51.19,-1.05
bagnall,staffordshire,53.04,-2.12
bagnor,berkshire,51.41,-1.35
bagpath,gloucestershire,51.64,-2.29
bagpath,gloucestershire,51.71,-2.21
bagshaw,derbyshire,53.32,-1.89
bagshot,wiltshire,51.38,-1.55
bagshot,surrey,51.35,-0.69
bagshot heath,surrey,51.34,-0.69
bagslate moor,rochdale,53.61,-2.21
bagthorpe,nottinghamshire,53.05,-1.3
bagthorpe,norfolk,52.85,0.65
baguley,manchester,53.39,-2.28
bagworth,leicestershire,52.66,-1.35
bagwyllydiart,hereford and worcester,51.92,-2.81
baildon,bradford,53.84,-1.77
baildon green,bradford,53.83,-1.78
bailey green,hampshire,51.03,-1.05
bailrigg,lancashire,54.01,-2.79
bain,lincolnshire,53.36,-0.13
bain,north yorkshire,54.30,-2.09
bainbridge,north yorkshire,54.30,-2.1
bainsford,falkirk,56.01,-3.79
bainton,oxfordshire,51.92,-1.15
bainton,cambridgeshire,52.64,-0.39
baker's cross,kent,51.08,0.54
bakers end,hertfordshire,51.82,0.01
baker's hill,gloucestershire,51.79,-2.61
baker street,essex,51.50,0.34
baker's wood,buckinghamshire,51.57,-0.52
bakesdown,cornwall,50.77,-4.49
bakestone moor,derbyshire,53.27,-1.22
bakewell,derbyshire,53.20,-1.68
balance hill,staffordshire,52.88,-1.88
balby,doncaster,53.50,-1.17
balcombe,west sussex,51.05,-0.13
balcombe lane,west sussex,51.07,-0.13
balder,durham,54.57,-2.04
balderhead reservoir,durham,54.55,-2.14
baldersby,north yorkshire,54.19,-1.46
baldersby st james,north yorkshire,54.17,-1.44
balderstone,lancashire,53.78,-2.56
balderstone,rochdale,53.59,-2.15
balderton,nottinghamshire,53.05,-0.79
balderton,cheshire,53.15,-2.94
baldhu,cornwall,50.23,-5.12
baldingstone,bury,53.62,-2.3
baldock,hertfordshire,51.98,-0.19
baldock,hertfordshire,51.99,-0.19
baldon row,oxfordshire,51.69,-1.19
baldslow,east sussex,50.88,0.54
baldwinholme,cumbria,54.84,-3.04
baldwin's gate,staffordshire,52.94,-2.31
baldwins hill,west sussex,51.13,-0.02
bale,norfolk,52.88,0.98
balfron,stirling,56.06,-4.34
balfron station,stirling,56.07,-4.37
balham,wandsworth,51.44,-0.15
balk field,nottinghamshire,53.32,-0.93
ball,cornwall,50.52,-4.82
ball,shropshire,52.82,-3.04
balladen,lancashire,53.68,-2.3
ballard's ash,wiltshire,51.55,-1.91
ballards gore,essex,51.59,0.74
ballard's green,warwickshire,52.51,-1.6
ball haye green,staffordshire,53.11,-2.03
ballhill,devon,50.98,-4.48
ball hill,hampshire,51.36,-1.39
ballidon,derbyshire,53.08,-1.7
ballingdon,essex,52.02,0.71
ballingdon bottom,bedfordshire,51.81,-0.5
ballinger bottom,buckinghamshire,51.71,-0.68
ballinger bottom (south),buckinghamshire,51.70,-0.68
ballinger common,buckinghamshire,51.71,-0.68
ballingham,hereford and worcester,51.97,-2.62
ballingham hill,hereford and worcester,51.98,-2.62
ballochearn,stirling,56.06,-4.28
ball o' ditton,cheshire,53.36,-2.76
balls cross,west sussex,51.02,-0.6
balls green,east sussex,51.10,0.12
balls green,west sussex,50.99,-0.43
balls green,essex,51.86,1.03
ball's green,gloucestershire,51.68,-2.2
balls hill,sandwell,52.53,-2.01
balmaha,stirling,56.07,-4.54
balmer,shropshire,52.90,-2.83
balmer heath,shropshire,52.90,-2.83
balmerlawn,hampshire,50.82,-1.57
balna beck,leeds,53.71,-1.57
balne,north yorkshire,53.66,-1.12
balquhidder,stirling,56.35,-4.38
balsall,solihull,52.38,-1.66
balsall common,solihull,52.39,-1.66
balsall heath,birmingham,52.45,-1.89
balsall street,solihull,52.38,-1.67
balsam,cambridgeshire,52.12,0.3
balscote,oxfordshire,52.06,-1.43
balstonia,essex,51.52,0.43
balterley,staffordshire,53.04,-2.35
balterley green,staffordshire,53.04,-2.35
balterley heath,cheshire,53.04,-2.38
baltonsborough,somerset,51.10,-2.65
balvag,stirling,56.32,-4.33
balwest,cornwall,50.12,-5.37
bamber bridge,lancashire,53.72,-2.66
bamber's green,essex,51.88,0.27
bamburgh,northumberland,55.59,-1.73
bamford,rochdale,53.61,-2.21
bamford,derbyshire,53.34,-1.7
bamfurlong,gloucestershire,51.88,-2.14
bamfurlong,wigan,53.50,-2.61
bampton,devon,50.98,-3.49
bampton,oxfordshire,51.72,-1.55
bampton,cumbria,54.55,-2.75
bampton grange,cumbria,54.55,-2.74
banbury,oxfordshire,52.05,-1.34
bandonhill,sutton,51.36,-0.14
bandrake head,cumbria,54.27,-3.06
bangors,cornwall,50.76,-4.55
banham,norfolk,52.45,1.03
bank,hampshire,50.86,-1.6
bank end,cumbria,54.72,-3.49
bank end,cumbria,54.28,-3.24
bank fold,lancashire,53.71,-2.44
bankhead,falkirk,55.99,-3.92
bank hey,lancashire,53.76,-2.47
bank houses,lancashire,53.97,-2.87
bankland,somerset,51.05,-2.98
bank lane,bury,53.64,-2.31
bank newton,north yorkshire,53.97,-2.13
banknock,falkirk,55.98,-3.95
banknock,falkirk,55.99,-3.94
banks,cumbria,54.96,-2.68
banks,lancashire,53.67,-2.92
bank's green,hereford and worcester,52.30,-2.01
